row_no	sent_id	sentence	STARK Number of nodes	SyntComplex # tokens	nodes match?	STARK MDD	SyntComplex MDD raw	SyntComplex MDD rounded like STARK	MDD match?	STARK NDD	SyntComplex NDD raw	SyntComplex NDD rounded like STARK	NDD match?	STARK Max depth	SyntComplex MAXIMUM_TREE_DEPTH	Max depth match?	STARK N clauses	SyntComplex # clauses	N clauses match?	STARK N T-units	SyntComplex # T-units	N T-units match?	STARK Clauses/T-unit	SyntComplex Clauses/T-unit raw	SyntComplex Clauses/T-unit rounded like STARK	Clauses/T-unit match?	STARK example	STARK tree	mismatch note
3008	ssj125.793.3008	Vse vesolje je moralo torej kakih sto milijonov let po big bangu kar žareti od superzvezd.	17	17	yes	2.40	2.4	2.40	yes	1.17	1.1717035437571504	1.17	yes	5	5	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Vse] B[vesolje] C[je] D[moralo] E[torej] F[kakih] G[sto] H[milijonov] I[let] J[po] K[big] L[bangu] M[kar] N[žareti] O[od] P[superzvezd]Q[.] 	(Vse <det vesolje) <nsubj je <aux moralo >advmod torej >xcomp ((kakih <det sto <nummod milijonov >nmod let >nmod (po <case big <nmod bangu)) <obl kar <advmod žareti >obl (od <case superzvezd)) >punct .	
3009	ssj125.793.3009	In te orjaške zvezde so zelo kmalu, kak milijon let po rojstvu, druga za drugo eksplodirale in nastale so supernove.	23	23	yes	4.16	4.157894736842105	4.16	yes	1.49	1.4923964952307216	1.49	yes	5	5	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[In] B[te] C[orjaške] D[zvezde] E[so] F[zelo] G[kmalu]H[,] I[kak] J[milijon] K[let] L[po] M[rojstvu]N[,] O[druga] P[za] Q[drugo] R[eksplodirale] S[in] T[nastale] U[so] V[supernove]W[.] 	In <cc (te <det orjaške <amod zvezde) <nsubj so <aux (zelo <advmod kmalu >appos (, <punct kak <det milijon >nmod let >nmod (po <case rojstvu) >punct ,)) <advmod druga <obl (za <case drugo) <obl eksplodirale >conj (in <cc nastale >aux so >nsubj supernove) >punct .	
3010	ssj125.793.3010	Bolj kot sámo rojstvo prvih zvezd, ki ga najbrž nikoli ne bo mogoče videti, astronome zanima nekaj drugega: radi bi posneli njihove zaslepljujoče eksplozije - kot da bi razneslo nekaj deset milijard današnjih sonc! - čeprav bodo instrumenti prestregli zgolj mikroskopske soje.	47	47	yes	3.38	3.3846153846153846	3.38	yes	2.06	2.057726425556181	2.06	yes	6	6	yes	6.00	6	yes	2.00	2	yes	3.00	3.0	3.00	yes	A[Bolj] B[kot] C[sámo] D[rojstvo] E[prvih] F[zvezd]G[,] H[ki] I[ga] J[najbrž] K[nikoli] L[ne] M[bo] N[mogoče] O[videti]P[,] Q[astronome] R[zanima] S[nekaj] T[drugega]U[:] V[radi] W[bi] X[posneli] Y[njihove] Z[zaslepljujoče] A[eksplozije] B[-] C[kot] D[da] E[bi] F[razneslo] G[nekaj] H[deset] I[milijard] J[današnjih] K[sonc]L[!] M[-] N[čeprav] O[bodo] P[instrumenti] Q[prestregli] R[zgolj] S[mikroskopske] T[soje]U[.] 	(Bolj >obl (kot <case sámo <amod rojstvo >nmod (prvih <amod zvezd) >acl (, <punct ki <mark ne <advmod bo <cop mogoče >csubj (ga <obj najbrž <advmod nikoli <advmod videti) >punct ,))) <advmod astronome <obj zanima >nsubj (nekaj >amod drugega) >parataxis (: <punct radi <advmod bi <aux posneli >obj (njihove <det zaslepljujoče <amod eksplozije) >advcl (- <punct (kot >fixed da) <mark bi <aux razneslo >obj (nekaj <det deset <nummod milijard >nmod (današnjih <amod sonc)) >punct ! >punct -) >advcl (čeprav <mark bodo <aux instrumenti <nsubj prestregli >obj (zgolj <advmod mikroskopske <amod soje))) >punct .	
3011	ssj125.793.3011	In še ti prvi posnetki zore sveta bodo povsem iznakaženi zaradi relativističnih učinkov kozmičnega širjenja.	16	16	yes	2.43	2.4285714285714284	2.43	yes	1.58	1.5835180163037494	1.58	yes	4	4	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[In] B[še] C[ti] D[prvi] E[posnetki] F[zore] G[sveta] H[bodo] I[povsem] J[iznakaženi] K[zaradi] L[relativističnih] M[učinkov] N[kozmičnega] O[širjenja]P[.] 	In <cc (še <advmod ti <det prvi <amod posnetki >nmod (zore >nmod sveta)) <nsubj bodo <cop povsem <advmod iznakaženi >obl (zaradi <case relativističnih <amod učinkov >nmod (kozmičnega <amod širjenja)) >punct .	
3012	ssj125.793.3012	Te strahovite eksplozije supernov se bodo zdele tisoč milijardkrat bolj blede od najšibkejše zvezde, vidne s prostim očesom.	20	20	yes	1.88	1.8823529411764706	1.88	yes	1.76	1.7570391878122542	1.76	yes	6	6	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Te] B[strahovite] C[eksplozije] D[supernov] E[se] F[bodo] G[zdele] H[tisoč] I[milijardkrat] J[bolj] K[blede] L[od] M[najšibkejše] N[zvezde]O[,] P[vidne] Q[s] R[prostim] S[očesom]T[.] 	(Te <det strahovite <amod eksplozije >nmod supernov) <nsubj se <expl bodo <aux zdele >xcomp (((tisoč <nummod milijardkrat) <advmod bolj) <advmod blede >obl (od <case najšibkejše <amod zvezde >amod (, <punct vidne >nmod (s <case prostim <amod očesom)))) >punct .	
3013	ssj125.793.3013	Zaradi spektralnega razmika sploh ne bodo prepoznavne in poleg tega bodo vzbujale vtis nenavadne upočasnitve, kot da bi na nebesnem svodu okamenele.	24	24	yes	2.62	2.619047619047619	2.62	yes	1.53	1.5324055458803203	1.53	yes	6	6	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Zaradi] B[spektralnega] C[razmika] D[sploh] E[ne] F[bodo] G[prepoznavne] H[in] I[poleg] J[tega] K[bodo] L[vzbujale] M[vtis] N[nenavadne] O[upočasnitve]P[,] Q[kot] R[da] S[bi] T[na] U[nebesnem] V[svodu] W[okamenele]X[.] 	(Zaradi <case spektralnega <amod razmika) <obl sploh <advmod ne <advmod bodo <cop prepoznavne >conj (in <cc (poleg <case tega) <obl bodo <aux vzbujale >obj (vtis >nmod (nenavadne <amod upočasnitve) >acl (, <punct (kot >fixed da) <mark bi <aux (na <case nebesnem <amod svodu) <obl okamenele))) >punct .	
3014	ssj125.793.3014	Če so v njihovem času obstajale na primer tri mesece, jih bodo astronomi mogli opazovati skoraj osem let!	20	20	yes	2.53	2.5294117647058822	2.53	yes	1.84	1.8426450009418667	1.84	yes	5	5	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[Če] B[so] C[v] D[njihovem] E[času] F[obstajale] G[na] H[primer] I[tri] J[mesece]K[,] L[jih] M[bodo] N[astronomi] O[mogli] P[opazovati] Q[skoraj] R[osem] S[let]T[!] 	bodo <aux astronomi <nsubj mogli >xcomp ((Če <mark so <aux (v <case njihovem <det času) <obl obstajale >advmod (na >fixed primer) >obl (tri <nummod mesece) >punct ,) <advcl jih <obj opazovati >obl ((skoraj <advmod osem) <nummod let)) >punct !	
3015	ssj126.794.3015	Nekatere duše potrebujejo več potrpežljivosti, razumevanja in nežnosti, da zmorejo prve korake v svet.	17	17	yes	2.15	2.1538461538461537	2.15	yes	1.06	1.064525670351156	1.06	yes	5	5	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Nekatere] B[duše] C[potrebujejo] D[več] E[potrpežljivosti]F[,] G[razumevanja] H[in] I[nežnosti]J[,] K[da] L[zmorejo] M[prve] N[korake] O[v] P[svet]Q[.] 	(Nekatere <det duše) <nsubj potrebujejo >obj (več <det potrpežljivosti >conj (, <punct razumevanja) >conj (in <cc nežnosti)) >advcl (, <punct da <mark zmorejo >obj (prve <amod korake >nmod (v <case svet))) >punct .	
3016	ssj126.794.3016	Morda je vaša nečakinja tak primer, ponudi s tolažljivim glasom oče in opazuje slamnik, črne trakove na vratu, kako mahajo za njenim hrbtom.	27	27	yes	2.36	2.3636363636363638	2.36	yes	1.58	1.5811996960700738	1.58	yes	8	8	yes	4.00	4	yes	3.00	3	yes	1.33	1.3333333333333333	1.33	yes	A[Morda] B[je] C[vaša] D[nečakinja] E[tak] F[primer]G[,] H[ponudi] I[s] J[tolažljivim] K[glasom] L[oče] M[in] N[opazuje] O[slamnik]P[,] Q[črne] R[trakove] S[na] T[vratu]U[,] V[kako] W[mahajo] X[za] Y[njenim] Z[hrbtom]A[.] 	Morda <advmod je <cop (vaša <det nečakinja) <nsubj tak <det primer >parataxis (, <punct ponudi >obl (s <case tolažljivim <amod glasom) >nsubj oče >conj (in <cc opazuje >obj (slamnik >conj (, <punct črne <amod trakove >nmod (na <case vratu) >acl (, <punct kako <advmod mahajo >obl (za <case njenim <det hrbtom)))))) >punct .	
3017	ssj126.795.3017	V drugem delu mesta, v stari hiši ob spodnjem trgu.	12	12	yes	2.00	2.0	2.00	yes	0.95	0.9547712524422192	0.95	yes	4	4	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[V] B[drugem] C[delu] D[mesta]E[,] F[v] G[stari] H[hiši] I[ob] J[spodnjem] K[trgu]L[.] 	V <case drugem <amod delu >nmod mesta >appos (, <punct v <case stari <amod hiši >nmod (ob <case spodnjem <amod trgu)) >punct .	
3018	ssj126.795.3018	Moški, oblečen v črne žametne hlače in temno volneno jopo, prekine molk:	15	15	yes	3.18	3.1818181818181817	3.18	yes	1.32	1.3239695264389106	1.32	yes	6	6	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Moški]B[,] C[oblečen] D[v] E[črne] F[žametne] G[hlače] H[in] I[temno] J[volneno] K[jopo]L[,] M[prekine] N[molk]O[:] 	(Moški >amod (, <punct oblečen >nmod (v <case črne <amod žametne <amod hlače >conj (in <cc temno <amod volneno <amod jopo)) >punct ,)) <nsubj prekine >obj molk >punct :	
3019	ssj126.796.3019	Merila sta se izpod čela, oče je dvignil skodelico in spustil po grlu zadnji požirek kave.	18	18	yes	2.20	2.2	2.20	yes	0.57	0.5655677401868349	0.57	yes	5	5	yes	3.00	3	yes	3.00	3	yes	1.00	1.0	1.00	yes	A[Merila] B[sta] C[se] D[izpod] E[čela]F[,] G[oče] H[je] I[dvignil] J[skodelico] K[in] L[spustil] M[po] N[grlu] O[zadnji] P[požirek] Q[kave]R[.] 	Merila >aux sta >expl se >obl (izpod <case čela) >parataxis (, <punct oče <nsubj je <aux dvignil >obj skodelico >conj (in <cc spustil >obl (po <case grlu) >obj (zadnji <amod požirek >nmod kave))) >punct .	
3020	ssj126.796.3020	Tekmeca, ki so jima okoliščine onemogočile, da bi postala zaveznika, kljub temu pa je bilo za ostrimi vprašanji in odgovori prisotno neizgovorjeno razumevanje; zajeto je bilo v samoumevnosti, tisti samoumevnosti, ki edina zbliža ali odbije svetove.	43	43	yes	3.40	3.4	3.40	yes	0.55	0.5538985991225912	0.55	yes	8	8	yes	7.00	7	yes	4.00	4	yes	1.75	1.75	1.75	yes	A[Tekmeca]B[,] C[ki] D[so] E[jima] F[okoliščine] G[onemogočile]H[,] I[da] J[bi] K[postala] L[zaveznika]M[,] N[kljub] O[temu] P[pa] Q[je] R[bilo] S[za] T[ostrimi] U[vprašanji] V[in] W[odgovori] X[prisotno] Y[neizgovorjeno] Z[razumevanje]A[;] B[zajeto] C[je] D[bilo] E[v] F[samoumevnosti]G[,] H[tisti] I[samoumevnosti]J[,] K[ki] L[edina] M[zbliža] N[ali] O[odbije] P[svetove]Q[.] 	Tekmeca >acl (, <punct ki <mark so <aux jima <iobj okoliščine <nsubj onemogočile >ccomp (, <punct da <mark bi <aux postala >xcomp zaveznika)) >parataxis (, <punct (kljub <case temu) <obl pa <advmod je <aux bilo <cop (za <case ostrimi <amod vprašanji >conj (in <cc odgovori)) <obl prisotno >nsubj (neizgovorjeno <amod razumevanje) >parataxis (; <punct zajeto >aux je >cop bilo >obl (v <case samoumevnosti >appos (, <punct tisti <det samoumevnosti >acl (, <punct ki <mark edina <nsubj zbliža >conj (ali <cc odbije) >obj svetove))))) >punct .	
3021	ssj126.797.3021	Ja, se je nasmehnil Florijan in obmiroval s pogledom na skupinici kaplanov iz okoliških mestec in vasi, ki so se hranili ob obloženi mizi sredi prostora, ampak svet je ne glede na muke zadnjih dni odrešen.	40	40	yes	3.57	3.5714285714285716	3.57	yes	1.31	1.3094273111488695	1.31	yes	8	8	yes	4.00	4	yes	3.00	3	yes	1.33	1.3333333333333333	1.33	yes	A[Ja]B[,] C[se] D[je] E[nasmehnil] F[Florijan] G[in] H[obmiroval] I[s] J[pogledom] K[na] L[skupinici] M[kaplanov] N[iz] O[okoliških] P[mestec] Q[in] R[vasi]S[,] T[ki] U[so] V[se] W[hranili] X[ob] Y[obloženi] Z[mizi] A[sredi] B[prostora]C[,] D[ampak] E[svet] F[je] G[ne] H[glede] I[na] J[muke] K[zadnjih] L[dni] M[odrešen]N[.] 	(Ja >punct ,) <discourse se <expl je <aux nasmehnil >nsubj Florijan >conj (in <cc obmiroval >obl (s <case pogledom) >obl (na <case skupinici >nmod (kaplanov >nmod (iz <case okoliških <amod mestec >conj (in <cc vasi)) >acl (, <punct ki <mark so <aux se <expl hranili >obl (ob <case obloženi <amod mizi >nmod (sredi <case prostora)) >punct ,)))) >conj (ampak <cc svet <nsubj je <cop ((ne >fixed glede >fixed na) <case muke >nmod (zadnjih <amod dni)) <obl odrešen) >punct .	
3022	ssj126.798.3022	Povej Daretu, stoka Iztok, povej mu, da me ni, kurc…	15	15	yes	3.67	3.6666666666666665	3.67	yes	0.49	0.49247648509779424	0.49	yes	5	5	yes	4.00	4	yes	3.00	3	yes	1.33	1.3333333333333333	1.33	yes	A[Povej] B[Daretu]C[,] D[stoka] E[Iztok]F[,] G[povej] H[mu]I[,] J[da] K[me] L[ni]M[,] N[kurc]O[…] 	(Povej >iobj Daretu >punct , >parataxis (, <punct povej >iobj mu >ccomp (, <punct da <mark me <nsubj ni)) >discourse (, <punct kurc)) <parataxis stoka >nsubj Iztok >punct …	
3023	ssj126.799.3023	Cigareta je zaplavala med njimi, sprejel jo je tudi oče, ponižno, vdano; zmehčala je prostor, misli, Kaja se je kmalu zatem prvič nasmehnila, seveda še vedno zbegana,	35	35	yes	4.31	4.3076923076923075	4.31	yes	0.72	0.7179520800711835	0.72	yes	6	6	yes	4.00	4	yes	4.00	4	yes	1.00	1.0	1.00	yes	A[Cigareta] B[je] C[zaplavala] D[med] E[njimi]F[,] G[sprejel] H[jo] I[je] J[tudi] K[oče]L[,] M[ponižno]N[,] O[vdano]P[;] Q[zmehčala] R[je] S[prostor]T[,] U[misli]V[,] W[Kaja] X[se] Y[je] Z[kmalu] A[zatem] B[prvič] C[nasmehnila]D[,] E[seveda] F[še] G[vedno] H[zbegana]I[,] 	Cigareta <nsubj je <aux zaplavala >obl (med <case njimi) >parataxis (, <punct sprejel >obj jo >aux je >nsubj (tudi <advmod oče) >advmod (, <punct ponižno) >advmod (, <punct vdano)) >parataxis (; <punct zmehčala >aux je >obj (prostor >conj (, <punct misli))) >parataxis (, <punct (Kaja >acl (, <punct seveda <advmod (še <advmod vedno) <advmod zbegana)) <nsubj se <expl je <aux (kmalu <advmod zatem) <advmod prvič <advmod nasmehnila) >punct ,	
3024	ssj126.800.3024	Po stavku, ki je presenetil tudi njega samega, je nastala tišina; vedel je, da Kaja noče govoriti o tem, prav zato, ker njena trdnost popušča.	32	32	yes	2.75	2.75	2.75	yes	1.82	1.819879328389493	1.82	yes	6	6	yes	6.00	6	yes	2.00	2	yes	3.00	3.0	3.00	yes	A[Po] B[stavku]C[,] D[ki] E[je] F[presenetil] G[tudi] H[njega] I[samega]J[,] K[je] L[nastala] M[tišina]N[;] O[vedel] P[je]Q[,] R[da] S[Kaja] T[noče] U[govoriti] V[o] W[tem]X[,] Y[prav] Z[zato]A[,] B[ker] C[njena] D[trdnost] E[popušča]F[.] 	(Po <case stavku >acl (, <punct ki <mark je <aux presenetil >obj (tudi <advmod njega >amod samega) >punct ,)) <obl je <aux nastala >nsubj tišina >parataxis (; <punct vedel >aux je >ccomp (, <punct da <mark Kaja <nsubj noče >xcomp (govoriti >obl (o <case tem)) >advcl (, <punct prav <advmod (zato >punct , >fixed ker) <mark (njena <det trdnost) <nsubj popušča))) >punct .	
3025	ssj126.800.3025	In prav ker njena trdnost popušča, je treba govoriti o tem.	13	13	yes	2.20	2.2	2.20	yes	1.40	1.4025559569726707	1.40	yes	4	4	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[In] B[prav] C[ker] D[njena] E[trdnost] F[popušča]G[,] H[je] I[treba] J[govoriti] K[o] L[tem]M[.] 	(In <cc prav <advmod ker <mark (njena <det trdnost) <nsubj popušča >punct ,) <advcl je >advmod treba >csubj (govoriti >obl (o <case tem)) >punct .	
3026	ssj126.800.3026	Preprost račun.	3	3	yes	1.00	1.0	1.00	yes	0.35	0.34657359027997275	0.35	yes	2	2	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Preprost] B[račun]C[.] 	Preprost <amod račun >punct .	
3027	ssj126.800.3027	Trenutki zmede in negotovosti so voda na Lutov mlin, vohal je to, kot žival, ki voha utrujenost žrtve.	22	22	yes	2.12	2.1176470588235294	2.12	yes	1.56	1.5621808122422416	1.56	yes	6	6	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Trenutki] B[zmede] C[in] D[negotovosti] E[so] F[voda] G[na] H[Lutov] I[mlin]J[,] K[vohal] L[je] M[to]N[,] O[kot] P[žival]Q[,] R[ki] S[voha] T[utrujenost] U[žrtve]V[.] 	(Trenutki >nmod (zmede >conj (in <cc negotovosti))) <nsubj so <cop voda >nmod (na <case Lutov <amod mlin) >parataxis (, <punct vohal >aux je >obj to >obl (, <punct kot <case žival >acl (, <punct ki <mark voha >obj (utrujenost >nmod žrtve)))) >punct .	
3028	ssj126.800.3028	Hoče Kajino javno priznanje, hoče uživati v svojem zmagoslavju in v Iztokovem porazu, tudi on hoče h koritu slave.	22	22	yes	2.83	2.8333333333333335	2.83	yes	0.40	0.4037320041199211	0.40	yes	6	6	yes	4.00	4	yes	3.00	3	yes	1.33	1.3333333333333333	1.33	yes	A[Hoče] B[Kajino] C[javno] D[priznanje]E[,] F[hoče] G[uživati] H[v] I[svojem] J[zmagoslavju] K[in] L[v] M[Iztokovem] N[porazu]O[,] P[tudi] Q[on] R[hoče] S[h] T[koritu] U[slave]V[.] 	Hoče >obj (Kajino <amod javno <amod priznanje) >parataxis (, <punct hoče >xcomp (uživati >obl (v <case svojem <det zmagoslavju >conj (in <cc v <case Iztokovem <amod porazu)))) >parataxis (, <punct (tudi <advmod on) <nsubj hoče >obl (h <case koritu >nmod slave)) >punct .	
3029	ssj126.801.3029	Meso med prsti Lutove roke žalostno odmre, popravi si hlače in pograbi hladno pivo.	16	16	yes	2.00	2.0	2.00	yes	1.56	1.5622825726984797	1.56	yes	5	5	yes	3.00	3	yes	3.00	3	yes	1.00	1.0	1.00	yes	A[Meso] B[med] C[prsti] D[Lutove] E[roke] F[žalostno] G[odmre]H[,] I[popravi] J[si] K[hlače] L[in] M[pograbi] N[hladno] O[pivo]P[.] 	(Meso >nmod (med <case prsti >nmod (Lutove <amod roke))) <nsubj žalostno <advmod odmre >parataxis (, <punct popravi >iobj si >obj hlače >conj (in <cc pograbi >obj (hladno <amod pivo))) >punct .	
3030	ssj126.801.3030	Naslednja pesem se odvije v molku, vsak na svojem koncu s slušalko v roki, Kaja ponovno v nanizanki, Lut med kitarami pod stropom.	27	27	yes	3.18	3.1818181818181817	3.18	yes	1.08	1.0812156185480601	1.08	yes	5	5	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Naslednja] B[pesem] C[se] D[odvije] E[v] F[molku]G[,] H[vsak] I[na] J[svojem] K[koncu] L[s] M[slušalko] N[v] O[roki]P[,] Q[Kaja] R[ponovno] S[v] T[nanizanki]U[,] V[Lut] W[med] X[kitarami] Y[pod] Z[stropom]A[.] 	(Naslednja <amod pesem) <nsubj se <expl odvije >obl (v <case molku) >parataxis (, <punct vsak >orphan (na <case svojem <det koncu) >orphan (s <case slušalko >nmod (v <case roki))) >parataxis (, <punct Kaja >orphan ponovno >orphan (v <case nanizanki)) >parataxis (, <punct Lut >orphan (med <case kitarami) >orphan (pod <case stropom)) >punct .	
3031	ssj126.802.3031	Sedi, ud je za trenutek edina svetilka v puščavi.	11	11	yes	2.88	2.875	2.88	yes	0.02	0.016331903409395793	0.02	yes	4	4	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Sedi]B[,] C[ud] D[je] E[za] F[trenutek] G[edina] H[svetilka] I[v] J[puščavi]K[.] 	Sedi >parataxis (, <punct ud <nsubj je <cop (za <case trenutek) <obl edina <amod svetilka >obl (v <case puščavi)) >punct .	
3032	ssj126.802.3032	Kaja gleda njegov obraz, nabrekel penis, obraz, penis, bleda, očarana, skoraj prepričana, zmedena.	21	21	yes	3.92	3.9166666666666665	3.92	yes	0.22	0.22378596325191444	0.22	yes	5	5	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Kaja] B[gleda] C[njegov] D[obraz]E[,] F[nabrekel] G[penis]H[,] I[obraz]J[,] K[penis]L[,] M[bleda]N[,] O[očarana]P[,] Q[skoraj] R[prepričana]S[,] T[zmedena]U[.] 	(Kaja >acl (, <punct bleda >conj (, <punct očarana) >conj (, <punct skoraj <advmod prepričana) >conj (, <punct zmedena))) <nsubj gleda >obj (njegov <det obraz >conj (, <punct nabrekel <amod penis) >conj (, <punct obraz) >conj (, <punct penis)) >punct .	
3033	ssj126.802.3033	In Lut na drugi strani sobe čuti, da bi resnično storil.	13	13	yes	2.80	2.8	2.80	yes	1.09	1.0946282038435213	1.09	yes	3	3	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[In] B[Lut] C[na] D[drugi] E[strani] F[sobe] G[čuti]H[,] I[da] J[bi] K[resnično] L[storil]M[.] 	In <cc Lut <nsubj (na <case drugi <amod strani >nmod sobe) <obl čuti >ccomp (, <punct da <mark bi <aux resnično <advmod storil) >punct .	
3034	ssj126.802.3034	Ubil.	2	2	yes	0.00	n/a	n/a	NO	0.00	n/a	n/a	NO	2	2	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Ubil]B[.] 	Ubil >punct .	MDD: STARK=0.00 vs SyntComplex=n/a (na_vs_numeric); NDD: STARK=0.00 vs SyntComplex=n/a (na_vs_numeric)
3035	ssj126.803.3035	Načrt je zajemal tudi nadaljevanje večera, nekakšno tragikomično sklepno dejanje.	12	12	yes	2.11	2.111111111111111	2.11	yes	0.90	0.9007040311719434	0.90	yes	4	4	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Načrt] B[je] C[zajemal] D[tudi] E[nadaljevanje] F[večera]G[,] H[nekakšno] I[tragikomično] J[sklepno] K[dejanje]L[.] 	Načrt <nsubj je <aux zajemal >obj (tudi <advmod nadaljevanje >nmod večera >appos (, <punct nekakšno <det tragikomično <amod sklepno <amod dejanje)) >punct .	
3036	ssj126.803.3036	V nastalo zaplinjeno ozračje naj bi namreč zakorakal on, jasno, s steklenico v roki, z vekijo.	20	20	yes	2.40	2.4	2.40	yes	1.52	1.518277134037123	1.52	yes	4	4	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[V] B[nastalo] C[zaplinjeno] D[ozračje] E[naj] F[bi] G[namreč] H[zakorakal] I[on]J[,] K[jasno]L[,] M[s] N[steklenico] O[v] P[roki]Q[,] R[z] S[vekijo]T[.] 	(V <case nastalo <amod zaplinjeno <amod ozračje) <obl naj <advmod bi <aux namreč <advmod zakorakal >nsubj on >discourse (, <punct jasno >punct ,) >obl (s <case steklenico >nmod (v <case roki) >appos (, <punct z <case vekijo)) >punct .	
3037	ssj126.803.3037	Z rokami na kozarcih in zdrobljen na koščke je videl, da si je spisal vlogo nekakšnega odrešitelja, nekakšnega zmagovalca, vlogo zablodelega viteza, don Kihota, ki je zgrešil čas in vrata in na svojem vrancu prijezdil v sobo.	43	43	yes	2.31	2.3055555555555554	2.31	yes	2.11	2.10773034638459	2.11	yes	11	11	yes	4.00	4	yes	2.00	2	yes	2.00	2.0	2.00	yes	A[Z] B[rokami] C[na] D[kozarcih] E[in] F[zdrobljen] G[na] H[koščke] I[je] J[videl]K[,] L[da] M[si] N[je] O[spisal] P[vlogo] Q[nekakšnega] R[odrešitelja]S[,] T[nekakšnega] U[zmagovalca]V[,] W[vlogo] X[zablodelega] Y[viteza]Z[,] A[don] B[Kihota]C[,] D[ki] E[je] F[zgrešil] G[čas] H[in] I[vrata] J[in] K[na] L[svojem] M[vrancu] N[prijezdil] O[v] P[sobo]Q[.] 	(Z <case rokami >nmod (na <case kozarcih) >conj (in <cc zdrobljen >nmod (na <case koščke))) <obl je <aux videl >ccomp (, <punct da <mark si <iobj je <aux spisal >obj (vlogo >nmod (nekakšnega <det odrešitelja >appos (, <punct nekakšnega <det zmagovalca >punct ,)) >appos (vlogo >nmod (zablodelega <amod viteza >appos (, <punct don >nmod (Kihota >acl (, <punct ki <mark je <aux zgrešil >obj (čas >conj (in <cc vrata)) >conj (in <cc (na <case svojem <det vrancu) <obl prijezdil >obl (v <case sobo))))))))) >punct .	
3038	ssj126.804.3038	Nasmehnil se je in spil.	6	6	yes	2.00	2.0	2.00	yes	0.00	0.0	0.00	yes	3	3	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Nasmehnil] B[se] C[je] D[in] E[spil]F[.] 	Nasmehnil >expl se >aux je >conj (in <cc spil) >punct .	
3039	ssj126.804.3039	V sobi je ga že čakala naslednja uganka, saj so se prisotni očitno odločili razčistiti, kdo bo lastnik muhave samice, ki poležuje v fotelju.	28	28	yes	2.43	2.4347826086956523	2.43	yes	1.57	1.5737693677726026	1.57	yes	8	8	yes	5.00	5	yes	2.00	2	yes	2.50	2.5	2.50	yes	A[V] B[sobi] C[je] D[ga] E[že] F[čakala] G[naslednja] H[uganka]I[,] J[saj] K[so] L[se] M[prisotni] N[očitno] O[odločili] P[razčistiti]Q[,] R[kdo] S[bo] T[lastnik] U[muhave] V[samice]W[,] X[ki] Y[poležuje] Z[v] A[fotelju]B[.] 	(V <case sobi) <obl je <aux ga <obj že <advmod čakala >nsubj (naslednja <amod uganka) >conj (, <punct saj <cc so <aux se <expl prisotni <nsubj očitno <advmod odločili >xcomp (razčistiti >ccomp (, <punct kdo <nsubj bo <cop lastnik >nmod (muhave <amod samice >acl (, <punct ki <mark poležuje >obl (v <case fotelju)))))) >punct .	
3040	ssj126.804.3040	In kje hodi menih?	5	5	yes	1.33	1.3333333333333333	1.33	yes	0.81	0.8109302162163288	0.81	yes	2	2	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[In] B[kje] C[hodi] D[menih]E[?] 	In <cc kje <advmod hodi >nsubj menih >punct ?	
3041	ssj126.805.3041	Stopil je okoli hiše, do okna brloga, kjer je skozi režo med odejo in zidom videl dovolj.	20	20	yes	3.06	3.0625	3.06	yes	0.27	0.26706278524904525	0.27	yes	8	8	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Stopil] B[je] C[okoli] D[hiše]E[,] F[do] G[okna] H[brloga]I[,] J[kjer] K[je] L[skozi] M[režo] N[med] O[odejo] P[in] Q[zidom] R[videl] S[dovolj]T[.] 	Stopil >aux je >obl (okoli <case hiše >appos (, <punct do <case okna >nmod brloga >acl (, <punct kjer <mark je <aux (skozi <case režo >nmod (med <case odejo >conj (in <cc zidom))) <obl videl >advmod dovolj))) >punct .	
